订单编号,总金额,买家实际支付金额,收货地址 ,订单创建时间,订单付款时间 ,退款金额
3757,76.0,38.0,云南省,2020-02-17 12:14:08,2020-02-17 12:14:16,38.0
3758,71.0,71.0,北京,2020-02-17 12:12:23,2020-02-17 12:12:29,0.0
3759,38.0,38.0,山西省,2020-02-17 12:12:00,2020-02-17 12:12:08,0.0
3760,190.0,190.0,陕西省,2020-02-17 12:11:51,2020-02-17 12:13:45,0.0
3761,38.0,38.0,福建省,2020-02-17 12:09:39,2020-02-17 12:09:47,0.0
3762,38.0,38.0,上海,2020-02-17 12:08:17,2020-02-17 12:08:26,0.0
3763,38.0,38.0,上海,2020-02-17 12:07:22,2020-02-17 12:10:02,0.0
3764,76.0,0.0,福建省,2020-02-17 12:06:59,2020-02-17 12:07:07,76.0
3765,76.0,76.0,上海,2020-02-17 12:03:46,2020-02-17 12:03:52,0.0
3766,38.0,0.0,福建省,2020-02-17 11:51:39,2020-02-17 11:51:49,38.0
3767,38.0,38.0,湖南省,2020-02-17 11:51:13,2020-02-17 11:52:20,0.0
3768,38.0,38.0,辽宁省,2020-02-17 11:49:47,2020-02-17 11:49:57,0.0
3769,38.0,38.0,湖南省,2020-02-17 11:46:36,2020-02-17 11:46:40,0.0
3770,38.0,38.0,湖南省,2020-02-17 11:46:08,2020-02-17 11:46:13,0.0
3771,223.0,223.0,上海,2020-02-17 11:33:21,2020-02-17 11:33:27,0.0
3772,38.0,0.0,重庆,2020-02-17 11:28:36,2020-02-17 11:28:42,38.0
3773,76.0,76.0,北京,2020-02-17 11:25:29,2020-02-17 11:25:39,0.0
3774,114.0,0.0,北京,2020-02-17 11:24:26,,0.0
3775,190.0,190.0,天津,2020-02-17 11:13:16,2020-02-17 11:13:51,0.0
3776,20.0,20.0,河南省,2020-02-17 08:09:32,2020-02-17 08:09:37,0.0
3777,21.0,21.0,青海省,2020-02-15 15:21:19,2020-02-15 15:21:27,0.0
3778,20.0,20.0,山西省,2020-02-15 14:11:53,2020-02-15 14:14:23,0.0
3779,20.0,20.0,河南省,2020-02-15 12:07:06,2020-02-15 12:07:12,0.0
3780,22.0,22.0,广东省,2020-02-15 09:34:46,2020-02-15 09:34:57,0.0
3781,20.0,0.0,广东省,2020-02-15 09:33:26,,0.0
3782,12.0,12.0,新疆维吾尔自治区,2020-02-14 23:33:51,2020-02-14 23:35:43,0.0
3783,12.0,12.0,辽宁省,2020-02-14 23:15:06,2020-02-14 23:15:12,0.0
3784,22.0,22.0,上海,2020-02-14 16:29:14,2020-02-14 16:29:22,0.0
3785,20.0,20.0,上海,2020-02-14 16:16:19,2020-02-14 16:16:22,0.0
3786,22.0,22.0,河南省,2020-02-14 14:34:16,2020-02-14 14:34:26,0.0
3787,15.0,15.0,上海,2020-02-14 14:32:26,2020-02-14 14:32:48,0.0
3788,280.0,280.0,广西壮族自治区,2020-02-14 13:54:30,2020-02-14 13:54:47,0.0
3789,21.0,21.0,湖北省,2020-02-13 22:47:37,2020-02-13 22:47:50,0.0
3790,20.0,20.0,河南省,2020-02-13 19:51:30,2020-02-13 19:52:10,0.0
3791,22.0,22.0,广西壮族自治区,2020-02-13 15:24:43,2020-02-13 15:24:54,0.0
3792,25.0,25.0,湖南省,2020-02-13 14:48:06,2020-02-13 14:48:20,0.0
3793,22.0,22.0,上海,2020-02-13 10:20:29,2020-02-13 10:20:36,0.0
3794,22.0,22.0,重庆,2020-02-12 14:42:26,2020-02-12 14:42:38,0.0
3795,15.0,15.0,北京,2020-02-11 20:09:22,2020-02-11 20:09:25,0.0
3796,22.0,22.0,上海,2020-02-11 20:03:56,2020-02-11 20:04:04,0.0
3797,62.0,62.0,上海,2020-02-11 18:25:39,2020-02-11 18:25:50,0.0
3798,1.0,1.0,上海,2020-02-11 18:22:06,2020-02-11 18:22:14,0.0
3799,80.0,80.0,广东省,2020-02-11 16:36:14,2020-02-11 16:36:25,0.0
3800,15.0,15.0,北京,2020-02-11 15:49:17,2020-02-11 15:49:30,0.0
3801,22.0,22.0,广东省,2020-02-11 15:12:27,2020-02-11 15:12:32,0.0
3802,15.0,15.0,上海,2020-02-11 14:35:32,2020-02-11 14:35:39,0.0
3803,22.0,22.0,广东省,2020-02-11 11:33:36,2020-02-11 11:33:40,0.0
3804,22.0,22.0,江苏省,2020-02-11 11:21:22,2020-02-11 11:21:41,0.0
3805,22.0,22.0,湖南省,2020-02-11 11:17:54,2020-02-11 11:17:57,0.0
3806,22.0,22.0,湖南省,2020-02-11 10:59:57,2020-02-11 11:00:02,0.0
3807,22.0,0.0,上海,2020-02-11 10:46:46,2020-02-11 10:47:28,22.0
3808,22.0,22.0,甘肃省,2020-02-11 10:37:26,2020-02-11 10:37:32,0.0
3809,22.0,22.0,江苏省,2020-02-11 10:36:58,2020-02-11 10:37:04,0.0
3810,14.0,0.0,辽宁省,2020-02-10 14:08:45,2020-02-10 14:08:53,14.0
3811,1.0,0.0,北京,2020-02-10 13:59:42,2020-02-10 13:59:53,1.0
3812,22.0,22.0,山东省,2020-02-10 08:10:37,2020-02-10 08:10:42,0.0
3813,38.0,38.0,北京,2020-02-10 00:46:14,2020-02-10 00:46:20,0.0
3814,152.0,38.0,山东省,2020-02-10 00:45:36,2020-02-10 00:45:48,114.0
3815,152.0,152.0,上海,2020-02-10 00:43:18,2020-02-10 00:43:30,0.0
3816,38.0,38.0,广东省,2020-02-10 00:41:39,2020-02-10 00:41:43,0.0
3817,38.0,38.0,广东省,2020-02-10 00:41:08,2020-02-10 00:41:15,0.0
3818,76.0,0.0,吉林省,2020-02-10 00:36:45,2020-02-10 00:36:50,76.0
3819,38.0,38.0,福建省,2020-02-10 00:35:27,2020-02-10 00:35:44,0.0
3820,76.0,76.0,安徽省,2020-02-10 00:31:23,2020-02-10 04:59:14,0.0
3821,38.0,0.0,广东省,2020-02-10 00:30:29,2020-02-10 00:30:36,38.0
3822,76.0,76.0,上海,2020-02-10 00:29:42,2020-02-10 00:29:52,0.0
3823,190.0,190.0,辽宁省,2020-02-10 00:27:10,2020-02-10 00:27:23,0.0
3824,114.0,0.0,江苏省,2020-02-10 00:26:52,,0.0
3825,38.0,0.0,河南省,2020-02-10 00:26:07,2020-02-10 00:26:16,38.0
3826,38.0,0.0,上海,2020-02-10 00:21:52,2020-02-10 00:21:59,38.0
3827,38.0,0.0,广西壮族自治区,2020-02-10 00:21:46,,0.0
3828,38.0,38.0,上海,2020-02-10 00:17:29,2020-02-10 00:17:31,0.0
3829,38.0,38.0,内蒙古自治区,2020-02-10 00:16:32,2020-02-10 00:16:47,0.0
3830,38.0,38.0,北京,2020-02-10 00:14:53,2020-02-10 00:15:06,0.0
3831,76.0,76.0,上海,2020-02-10 00:12:31,2020-02-10 00:12:34,0.0
3832,38.0,38.0,广东省,2020-02-10 00:09:23,2020-02-10 00:09:27,0.0
3833,76.0,76.0,北京,2020-02-10 00:05:27,2020-02-10 00:05:31,0.0
3834,1330.0,0.0,上海,2020-02-10 00:03:42,,0.0
3835,114.0,0.0,福建省,2020-02-10 00:03:22,2020-02-10 00:03:40,114.0
3836,1444.0,0.0,上海,2020-02-10 00:03:04,,0.0
3837,38.0,0.0,上海,2020-02-09 23:57:36,2020-02-09 23:57:39,38.0
3838,38.0,0.0,吉林省,2020-02-09 23:55:41,2020-02-09 23:56:20,38.0
3839,38.0,38.0,安徽省,2020-02-09 23:54:51,2020-02-09 23:54:58,0.0
3840,76.0,76.0,北京,2020-02-09 23:53:56,2020-02-09 23:54:03,0.0
3841,1520.0,0.0,广东省,2020-02-09 23:52:33,,0.0
3842,3800.0,0.0,广东省,2020-02-09 23:50:33,2020-02-10 00:52:40,3800.0
3843,76.0,76.0,安徽省,2020-02-09 23:45:20,2020-02-09 23:45:26,0.0
3844,38.0,38.0,上海,2020-02-09 23:41:48,2020-02-09 23:42:35,0.0
3845,190.0,0.0,河北省,2020-02-09 23:41:45,2020-02-09 23:41:50,190.0
3846,304.0,304.0,山东省,2020-02-09 23:37:11,2020-02-09 23:37:19,0.0
3847,76.0,76.0,上海,2020-02-09 23:34:25,2020-02-09 23:34:28,0.0
3848,152.0,152.0,北京,2020-02-09 23:34:10,2020-02-09 23:34:29,0.0
3849,190.0,190.0,广东省,2020-02-09 23:27:33,2020-02-09 23:27:52,0.0
3850,38.0,0.0,陕西省,2020-02-09 23:26:41,,0.0
3851,38.0,38.0,黑龙江省,2020-02-09 23:19:09,2020-02-09 23:19:13,0.0
3852,76.0,76.0,甘肃省,2020-02-09 23:18:52,2020-02-09 23:18:58,0.0
3853,76.0,0.0,上海,2020-02-09 23:16:04,,0.0
3854,38.0,38.0,湖北省,2020-02-09 23:11:01,2020-02-09 23:11:04,0.0
3855,76.0,0.0,四川省,2020-02-09 23:08:41,,0.0
3856,38.0,38.0,山东省,2020-02-09 23:06:22,2020-02-09 23:06:26,0.0
3857,76.0,76.0,上海,2020-02-09 23:04:27,2020-02-09 23:05:31,0.0
3858,76.0,76.0,上海,2020-02-09 23:01:57,2020-02-09 23:02:03,0.0
3859,38.0,38.0,四川省,2020-02-09 23:00:32,2020-02-09 23:00:35,0.0
3860,114.0,0.0,河北省,2020-02-09 22:58:25,2020-02-09 22:58:31,114.0
3861,76.0,76.0,辽宁省,2020-02-09 22:51:46,2020-02-09 22:51:55,0.0
3862,76.0,76.0,山东省,2020-02-09 22:51:21,2020-02-09 22:51:28,0.0
3863,38.0,0.0,福建省,2020-02-09 22:49:59,,0.0
3864,38.0,0.0,浙江省,2020-02-09 22:49:31,2020-02-09 22:49:36,38.0
3865,76.0,0.0,云南省,2020-02-09 22:46:55,2020-02-09 22:47:04,76.0
3866,456.0,456.0,广东省,2020-02-09 22:44:44,2020-02-09 22:44:55,0.0
3867,38.0,0.0,安徽省,2020-02-09 22:38:14,2020-02-09 22:38:21,38.0
3868,38.0,0.0,江苏省,2020-02-09 22:37:39,2020-02-09 22:37:44,38.0
3869,38.0,0.0,广东省,2020-02-09 22:36:52,2020-02-09 22:36:56,38.0
3870,76.0,76.0,上海,2020-02-09 22:35:39,2020-02-09 22:35:44,0.0
3871,38.0,38.0,四川省,2020-02-09 22:35:30,2020-02-09 22:35:43,0.0
3872,38.0,38.0,上海,2020-02-09 22:34:23,2020-02-09 22:34:28,0.0
3873,38.0,38.0,山东省,2020-02-09 22:33:27,2020-02-09 22:33:30,0.0
3874,114.0,114.0,上海,2020-02-09 22:32:48,2020-02-09 22:32:54,0.0
3875,38.0,38.0,山西省,2020-02-09 22:32:24,2020-02-09 22:35:56,0.0
3876,38.0,38.0,北京,2020-02-09 22:32:13,2020-02-09 22:32:23,0.0
3877,228.0,228.0,北京,2020-02-09 22:30:53,2020-02-09 22:30:59,0.0
3878,38.0,38.0,山东省,2020-02-09 22:25:02,2020-02-09 22:25:08,0.0
3879,38.0,38.0,辽宁省,2020-02-09 22:24:44,2020-02-09 22:57:08,0.0
3880,380.0,380.0,北京,2020-02-09 22:21:29,2020-02-09 22:21:35,0.0
3881,38.0,0.0,河南省,2020-02-09 22:19:01,2020-02-09 22:19:09,38.0
3882,190.0,190.0,辽宁省,2020-02-09 22:18:09,2020-02-09 22:18:23,0.0
3883,114.0,114.0,广东省,2020-02-09 22:10:00,2020-02-09 22:10:17,0.0
3884,228.0,228.0,山东省,2020-02-09 22:07:57,2020-02-09 22:08:02,0.0
3885,76.0,76.0,河北省,2020-02-09 22:01:14,2020-02-09 22:01:27,0.0
3886,38.0,0.0,上海,2020-02-09 21:59:13,2020-02-09 21:59:17,38.0
3887,76.0,76.0,湖南省,2020-02-09 21:59:13,2020-02-09 21:59:19,0.0
3888,38.0,0.0,广东省,2020-02-09 21:59:07,2020-02-09 21:59:14,38.0
3889,76.0,76.0,山西省,2020-02-09 21:54:42,2020-02-09 21:54:46,0.0
3890,38.0,38.0,吉林省,2020-02-09 21:50:27,2020-02-09 21:50:34,0.0
3891,38.0,0.0,湖南省,2020-02-09 21:46:31,2020-02-09 21:46:39,38.0
3892,38.0,38.0,广东省,2020-02-09 21:40:27,2020-02-09 21:40:32,0.0
3893,38.0,38.0,上海,2020-02-09 21:39:02,2020-02-09 21:39:07,0.0
3894,76.0,0.0,广东省,2020-02-09 21:35:08,,0.0
3895,38.0,38.0,安徽省,2020-02-09 21:33:32,2020-02-09 21:33:35,0.0
3896,38.0,0.0,上海,2020-02-09 21:26:14,2020-02-09 21:26:19,38.0
3897,38.0,38.0,山西省,2020-02-09 21:25:50,2020-02-09 21:25:55,0.0
3898,38.0,38.0,广东省,2020-02-09 21:22:20,2020-02-09 21:22:25,0.0
3899,76.0,76.0,上海,2020-02-09 21:20:31,2020-02-09 21:21:53,0.0
3900,152.0,152.0,福建省,2020-02-09 21:18:59,2020-02-09 21:19:12,0.0
3901,76.0,0.0,上海,2020-02-09 21:16:26,2020-02-09 21:16:31,76.0
3902,38.0,38.0,上海,2020-02-09 21:14:17,2020-02-09 21:14:31,0.0
3903,228.0,228.0,上海,2020-02-09 21:11:31,2020-02-09 21:11:40,0.0
3904,38.0,0.0,湖南省,2020-02-09 21:09:41,2020-02-09 21:09:50,38.0
3905,38.0,38.0,广东省,2020-02-09 21:07:18,2020-02-09 21:07:27,0.0
3906,114.0,114.0,上海,2020-02-09 21:07:16,2020-02-09 21:07:22,0.0
3907,38.0,0.0,云南省,2020-02-09 20:58:11,2020-02-09 20:58:24,38.0
3908,38.0,38.0,四川省,2020-02-09 20:50:44,2020-02-09 20:50:54,0.0
3909,38.0,0.0,广东省,2020-02-09 20:48:52,2020-02-09 20:49:00,38.0
3910,38.0,38.0,上海,2020-02-09 20:44:42,2020-02-09 20:45:24,0.0
3911,38.0,38.0,辽宁省,2020-02-09 20:44:31,2020-02-09 20:44:36,0.0
3912,38.0,38.0,山东省,2020-02-09 20:41:29,2020-02-09 20:41:34,0.0
3913,38.0,0.0,江苏省,2020-02-09 20:38:48,2020-02-09 20:38:54,38.0
3914,114.0,114.0,上海,2020-02-09 20:36:24,2020-02-09 20:36:59,0.0
3915,104.0,104.0,上海,2020-02-09 20:35:47,2020-02-09 20:35:54,0.0
3916,38.0,38.0,广西壮族自治区,2020-02-09 20:35:36,2020-02-09 20:35:45,0.0
3917,76.0,76.0,河南省,2020-02-09 20:35:07,2020-02-09 20:35:11,0.0
3918,38.0,38.0,广东省,2020-02-09 20:33:27,2020-02-09 20:33:31,0.0
3919,38.0,0.0,上海,2020-02-09 20:32:55,2020-02-09 20:33:05,38.0
3920,76.0,76.0,山东省,2020-02-09 20:32:30,2020-02-09 20:32:56,0.0
3921,38.0,38.0,北京,2020-02-09 20:31:56,2020-02-09 21:12:52,0.0
3922,38.0,38.0,广东省,2020-02-09 20:28:49,2020-02-09 20:28:58,0.0
3923,152.0,0.0,陕西省,2020-02-09 20:26:46,,0.0
3924,38.0,38.0,重庆,2020-02-09 20:26:24,2020-02-09 20:26:28,0.0
3925,38.0,38.0,广东省,2020-02-09 20:26:19,2020-02-09 20:26:31,0.0
3926,76.0,76.0,北京,2020-02-09 20:23:31,2020-02-09 20:23:36,0.0
3927,38.0,0.0,广东省,2020-02-09 20:23:16,2020-02-09 20:23:27,38.0
3928,38.0,0.0,江苏省,2020-02-09 20:22:31,,0.0
3929,76.0,76.0,北京,2020-02-09 20:21:57,2020-02-09 20:22:03,0.0
3930,76.0,0.0,河南省,2020-02-09 20:20:42,2020-02-09 20:20:45,76.0
3931,76.0,76.0,四川省,2020-02-09 20:17:09,2020-02-09 20:17:14,0.0
3932,152.0,152.0,吉林省,2020-02-09 20:16:04,2020-02-09 20:16:13,0.0
3933,76.0,76.0,上海,2020-02-09 20:15:00,2020-02-09 20:15:04,0.0
3934,38.0,38.0,广东省,2020-02-09 20:04:14,2020-02-09 20:04:18,0.0
3935,114.0,0.0,安徽省,2020-02-09 20:02:55,,0.0
3936,38.0,38.0,上海,2020-02-09 19:59:52,2020-02-09 19:59:56,0.0
3937,38.0,0.0,广东省,2020-02-09 19:59:33,,0.0
3938,76.0,76.0,上海,2020-02-09 19:59:17,2020-02-09 19:59:21,0.0
3939,76.0,76.0,广东省,2020-02-09 19:59:02,2020-02-09 19:59:06,0.0
3940,114.0,114.0,广东省,2020-02-09 19:58:53,2020-02-09 19:58:56,0.0
3941,38.0,38.0,广东省,2020-02-09 19:56:44,2020-02-09 19:56:51,0.0
3942,38.0,38.0,广东省,2020-02-09 19:56:31,2020-02-09 19:56:47,0.0
3943,38.0,0.0,河南省,2020-02-09 19:54:51,2020-02-09 19:54:58,38.0
3944,76.0,76.0,北京,2020-02-09 19:52:37,2020-02-09 19:52:57,0.0
3945,38.0,38.0,上海,2020-02-09 19:51:41,2020-02-09 19:51:46,0.0
3946,38.0,38.0,广东省,2020-02-09 19:50:50,2020-02-09 19:50:57,0.0
3947,38.0,38.0,浙江省,2020-02-09 19:49:08,2020-02-09 19:49:17,0.0
3948,76.0,0.0,湖南省,2020-02-09 19:49:02,,0.0
3949,114.0,114.0,广东省,2020-02-09 19:45:35,2020-02-09 19:45:57,0.0
3950,38.0,0.0,海南省,2020-02-09 19:43:43,2020-02-09 19:44:00,38.0
3951,38.0,38.0,福建省,2020-02-09 19:41:19,2020-02-09 19:41:24,0.0
3952,76.0,76.0,上海,2020-02-09 19:41:07,2020-02-09 19:41:12,0.0
3953,380.0,0.0,黑龙江省,2020-02-09 19:41:00,2020-02-09 19:41:04,380.0
3954,38.0,38.0,辽宁省,2020-02-09 19:38:40,2020-02-09 19:38:49,0.0
3955,38.0,38.0,广东省,2020-02-09 19:35:43,2020-02-09 19:35:49,0.0
3956,38.0,38.0,辽宁省,2020-02-09 19:35:12,2020-02-09 19:35:19,0.0
3957,190.0,0.0,广东省,2020-02-09 19:34:55,2020-02-09 19:34:59,190.0
3958,76.0,76.0,江西省,2020-02-09 19:33:59,2020-02-09 19:34:05,0.0
3959,38.0,38.0,辽宁省,2020-02-09 19:31:26,2020-02-09 19:31:58,0.0
3960,38.0,38.0,北京,2020-02-09 19:29:37,2020-02-09 19:29:43,0.0
3961,38.0,38.0,广东省,2020-02-09 19:28:55,2020-02-09 19:29:09,0.0
3962,38.0,38.0,浙江省,2020-02-09 19:27:01,2020-02-09 19:27:05,0.0
3963,38.0,38.0,湖南省,2020-02-09 19:21:54,2020-02-09 19:21:57,0.0
3964,38.0,38.0,湖南省,2020-02-09 19:21:17,2020-02-09 19:21:20,0.0
3965,152.0,152.0,山西省,2020-02-09 19:21:01,2020-02-09 19:21:03,0.0
3966,76.0,76.0,山西省,2020-02-09 19:20:07,2020-02-09 19:20:15,0.0
3967,114.0,114.0,北京,2020-02-09 19:19:39,2020-02-09 19:19:45,0.0
3968,76.0,76.0,河北省,2020-02-09 19:14:55,2020-02-09 19:15:02,0.0
3969,38.0,38.0,广东省,2020-02-09 19:10:41,2020-02-09 19:13:23,0.0
3970,114.0,0.0,浙江省,2020-02-09 19:00:46,2020-02-09 19:01:06,114.0
3971,38.0,0.0,天津,2020-02-09 18:48:54,2020-02-09 18:48:58,38.0
3972,38.0,0.0,四川省,2020-02-09 18:48:16,,0.0
3973,76.0,76.0,北京,2020-02-09 18:47:14,2020-02-09 18:47:26,0.0
3974,38.0,38.0,四川省,2020-02-09 18:42:08,2020-02-09 18:42:12,0.0
3975,76.0,76.0,安徽省,2020-02-09 18:37:26,2020-02-09 18:37:35,0.0
3976,152.0,152.0,上海,2020-02-09 18:37:24,2020-02-09 18:37:29,0.0
3977,38.0,0.0,安徽省,2020-02-09 18:37:12,,0.0
3978,38.0,0.0,安徽省,2020-02-09 18:36:46,,0.0
3979,38.0,38.0,广东省,2020-02-09 18:35:59,2020-02-09 18:36:05,0.0
3980,76.0,76.0,北京,2020-02-09 18:34:41,2020-02-09 18:34:46,0.0
3981,38.0,0.0,湖南省,2020-02-09 18:34:24,2020-02-09 18:34:32,38.0
3982,76.0,76.0,山东省,2020-02-09 18:30:21,2020-02-09 18:30:28,0.0
3983,38.0,38.0,黑龙江省,2020-02-09 18:28:29,2020-02-09 18:28:33,0.0
3984,38.0,0.0,四川省,2020-02-09 18:25:05,,0.0
3985,380.0,380.0,北京,2020-02-09 18:14:41,2020-02-09 18:14:50,0.0
3986,71.0,0.0,广东省,2020-02-09 18:07:56,2020-02-09 18:09:43,71.0
3987,38.0,0.0,广东省,2020-02-09 18:01:06,,0.0
3988,76.0,76.0,海南省,2020-02-09 17:56:10,2020-02-09 17:56:13,0.0
3989,76.0,76.0,四川省,2020-02-09 17:55:47,2020-02-09 17:55:57,0.0
3990,76.0,76.0,四川省,2020-02-09 17:53:39,2020-02-09 17:53:42,0.0
3991,38.0,38.0,湖北省,2020-02-09 17:52:40,2020-02-09 17:52:47,0.0
3992,38.0,38.0,辽宁省,2020-02-09 17:51:29,2020-02-09 17:51:33,0.0
3993,304.0,304.0,广东省,2020-02-09 17:50:35,2020-02-09 17:50:48,0.0
3994,152.0,152.0,北京,2020-02-09 17:49:08,2020-02-09 17:49:13,0.0
3995,76.0,76.0,上海,2020-02-09 17:48:19,2020-02-09 17:48:28,0.0
3996,38.0,38.0,辽宁省,2020-02-09 17:46:40,2020-02-09 17:46:43,0.0
3997,76.0,76.0,上海,2020-02-09 17:42:36,2020-02-09 17:42:43,0.0
3998,76.0,76.0,广东省,2020-02-09 17:41:58,2020-02-09 17:43:53,0.0
3999,76.0,0.0,广东省,2020-02-09 17:37:26,2020-02-09 17:37:32,76.0
4000,38.0,0.0,上海,2020-02-09 17:31:43,,0.0
4001,38.0,0.0,上海,2020-02-09 17:31:27,2020-02-09 17:31:30,38.0
4002,76.0,0.0,广东省,2020-02-09 17:28:26,,0.0
4003,38.0,38.0,上海,2020-02-09 17:26:24,2020-02-09 17:26:30,0.0
4004,38.0,0.0,四川省,2020-02-09 17:21:39,2020-02-09 17:21:49,38.0
4005,38.0,38.0,上海,2020-02-09 17:21:02,2020-02-09 17:21:13,0.0
4006,76.0,76.0,广东省,2020-02-09 17:20:53,2020-02-09 17:21:00,0.0
4007,76.0,76.0,上海,2020-02-09 17:18:42,2020-02-09 17:18:51,0.0
4008,304.0,304.0,北京,2020-02-09 17:15:57,2020-02-09 17:16:05,0.0
4009,76.0,0.0,河南省,2020-02-09 17:15:13,,0.0
4010,76.0,76.0,上海,2020-02-09 17:14:40,2020-02-09 17:16:30,0.0
4011,76.0,76.0,重庆,2020-02-09 17:14:15,2020-02-09 17:14:43,0.0
4012,38.0,38.0,上海,2020-02-09 17:14:13,2020-02-09 17:14:19,0.0
4013,76.0,76.0,山东省,2020-02-09 17:13:15,2020-02-09 17:13:22,0.0
4014,38.0,38.0,四川省,2020-02-09 17:08:49,2020-02-09 17:08:53,0.0
4015,76.0,0.0,吉林省,2020-02-09 17:07:39,2020-02-09 17:07:45,76.0
4016,38.0,38.0,上海,2020-02-09 17:07:17,2020-02-09 17:07:23,0.0
4017,114.0,114.0,北京,2020-02-09 17:06:51,2020-02-09 17:07:26,0.0
4018,38.0,38.0,四川省,2020-02-09 17:05:31,2020-02-09 17:05:35,0.0
4019,114.0,114.0,上海,2020-02-09 17:04:53,2020-02-09 17:05:04,0.0
4020,380.0,0.0,四川省,2020-02-09 17:02:50,,0.0
4021,76.0,76.0,黑龙江省,2020-02-09 17:02:44,2020-02-09 17:02:56,0.0
4022,152.0,152.0,内蒙古自治区,2020-02-09 17:02:08,2020-02-09 17:02:23,0.0
4023,38.0,38.0,上海,2020-02-09 16:58:49,2020-02-09 16:58:55,0.0
4024,76.0,76.0,上海,2020-02-09 16:56:38,2020-02-09 16:56:45,0.0
4025,228.0,0.0,上海,2020-02-09 16:53:09,2020-02-09 16:53:23,228.0
4026,76.0,76.0,山东省,2020-02-09 16:45:10,2020-02-09 16:45:13,0.0
4027,38.0,38.0,上海,2020-02-09 16:44:06,2020-02-09 16:44:20,0.0
4028,76.0,0.0,江苏省,2020-02-09 16:43:58,2020-02-09 16:44:00,76.0
4029,152.0,0.0,北京,2020-02-09 16:41:38,2020-02-09 16:41:45,152.0
4030,38.0,0.0,上海,2020-02-09 16:41:16,2020-02-09 16:41:23,38.0
4031,76.0,76.0,四川省,2020-02-09 16:41:13,2020-02-09 16:41:18,0.0
4032,38.0,38.0,上海,2020-02-09 16:37:38,2020-02-09 16:37:43,0.0
4033,38.0,38.0,山西省,2020-02-09 16:35:17,2020-02-09 16:35:27,0.0
4034,114.0,114.0,上海,2020-02-09 16:31:45,2020-02-09 16:31:50,0.0
4035,38.0,38.0,广东省,2020-02-09 16:29:46,2020-02-09 16:29:53,0.0
4036,38.0,38.0,上海,2020-02-09 16:28:06,2020-02-09 16:28:14,0.0
4037,38.0,0.0,上海,2020-02-09 16:24:27,2020-02-09 16:24:31,38.0
4038,190.0,190.0,北京,2020-02-09 16:21:44,2020-02-09 16:21:52,0.0
4039,38.0,0.0,福建省,2020-02-09 16:19:12,2020-02-09 22:44:11,38.0
4040,38.0,38.0,吉林省,2020-02-09 16:18:09,2020-02-09 16:18:57,0.0
4041,38.0,0.0,上海,2020-02-09 16:17:32,2020-02-09 16:17:38,38.0
4042,76.0,0.0,上海,2020-02-09 16:15:29,2020-02-09 16:15:37,76.0
4043,38.0,38.0,上海,2020-02-09 16:15:01,2020-02-09 16:15:05,0.0
4044,38.0,38.0,湖南省,2020-02-09 16:14:48,2020-02-09 16:14:59,0.0
4045,76.0,0.0,山西省,2020-02-09 16:14:30,2020-02-09 16:14:43,76.0
4046,76.0,0.0,江西省,2020-02-09 16:14:21,2020-02-09 16:14:25,76.0
4047,76.0,76.0,上海,2020-02-09 16:04:27,2020-02-09 16:05:01,0.0
4048,38.0,38.0,上海,2020-02-09 16:04:06,2020-02-09 16:04:32,0.0
4049,380.0,380.0,四川省,2020-02-09 15:55:38,2020-02-09 15:55:53,0.0
4050,38.0,38.0,广西壮族自治区,2020-02-09 15:53:43,2020-02-09 15:53:53,0.0
4051,38.0,0.0,山东省,2020-02-09 15:53:33,,0.0
4052,152.0,152.0,北京,2020-02-09 15:53:23,2020-02-09 15:53:32,0.0
4053,228.0,0.0,四川省,2020-02-09 15:53:07,,0.0
4054,152.0,152.0,重庆,2020-02-09 15:50:20,2020-02-09 15:50:38,0.0
4055,190.0,190.0,贵州省,2020-02-09 15:49:54,2020-02-09 15:50:02,0.0
4056,38.0,38.0,广东省,2020-02-09 15:46:02,2020-02-09 15:46:35,0.0
4057,76.0,76.0,广东省,2020-02-09 15:44:55,2020-02-09 15:45:06,0.0
4058,76.0,0.0,海南省,2020-02-09 15:44:12,2020-02-09 15:46:03,76.0
4059,114.0,0.0,四川省,2020-02-09 15:39:01,2020-02-09 15:39:15,114.0
4060,76.0,0.0,四川省,2020-02-09 15:35:15,,0.0
4061,38.0,0.0,四川省,2020-02-09 15:34:41,2020-02-09 15:34:44,38.0
4062,38.0,0.0,四川省,2020-02-09 15:34:24,2020-02-09 15:34:28,38.0
4063,760.0,0.0,贵州省,2020-02-09 15:33:47,2020-02-09 15:34:17,760.0
4064,76.0,76.0,上海,2020-02-09 15:32:10,2020-02-09 15:32:25,0.0
4065,38.0,0.0,河南省,2020-02-09 15:31:39,2020-02-09 15:31:43,38.0
4066,76.0,76.0,北京,2020-02-09 15:30:43,2020-02-09 15:30:58,0.0
4067,114.0,114.0,北京,2020-02-09 15:30:38,2020-02-09 15:30:42,0.0
4068,76.0,76.0,浙江省,2020-02-09 15:30:31,2020-02-09 15:30:47,0.0
4069,38.0,38.0,广东省,2020-02-09 15:28:26,2020-02-09 15:28:34,0.0
4070,38.0,38.0,浙江省,2020-02-09 15:20:34,2020-02-09 15:20:42,0.0
4071,76.0,76.0,广东省,2020-02-09 15:20:21,2020-02-09 15:20:26,0.0
4072,76.0,0.0,江苏省,2020-02-09 15:17:00,,0.0
4073,76.0,76.0,广东省,2020-02-09 15:15:54,2020-02-09 15:15:58,0.0
