InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
539039,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,12,2010-12-15 15:00:00,0.85,13124.0,United Kingdom
574170,23310,BUBBLEGUM RING ASSORTED,36,2011-11-03 11:43:00,0.42,16221.0,United Kingdom
559923,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,2011-07-13 16:07:00,3.29,,United Kingdom
543448,79321,CHILLI LIGHTS,7,2011-02-08 12:12:00,12.46,,United Kingdom
579196,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,7,2011-11-28 15:54:00,3.29,14096.0,United Kingdom
555241,22427,ENAMEL FLOWER JUG CREAM,3,2011-06-01 13:32:00,5.95,14377.0,United Kingdom
573363,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,2011-10-30 13:06:00,1.25,16079.0,United Kingdom
550499,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1,2011-04-18 15:16:00,8.29,,United Kingdom
573585,23124,18PC WOODEN CUTLERY SET DISPOSABLE,1,2011-10-31 14:41:00,2.46,,United Kingdom
572308,22818,CARD CHRISTMAS VILLAGE,12,2011-10-23 15:27:00,0.42,12748.0,United Kingdom
544885,21217,RED RETROSPOT ROUND CAKE TINS,1,2011-02-24 11:38:00,9.95,14243.0,United Kingdom
555393,23066,SMALL DECO JEWELLERY STAND,2,2011-06-02 17:00:00,8.25,14221.0,United Kingdom
560434,21172,PARTY METAL SIGN ,1,2011-07-18 15:56:00,4.13,,United Kingdom
545085,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,2011-02-28 11:19:00,7.95,15039.0,United Kingdom
562420,21990,MODERN FLORAL STATIONERY SET,1,2011-08-04 16:38:00,2.46,,United Kingdom
555336,20752,BLUE POLKADOT WASHING UP GLOVES,1,2011-06-02 11:13:00,2.1,,United Kingdom
555691,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-06-06 14:31:00,1.65,12843.0,United Kingdom
538630,21258,VICTORIAN SEWING BOX LARGE,3,2010-12-13 13:25:00,12.75,14565.0,United Kingdom
571444,22625,RED KITCHEN SCALES,2,2011-10-17 13:44:00,8.5,18179.0,United Kingdom
561395,23203,JUMBO BAG DOILEY PATTERNS,30,2011-07-27 10:29:00,2.08,13999.0,United Kingdom
563638,21989,PACK OF 20 SKULL PAPER NAPKINS,4,2011-08-18 10:36:00,0.85,15311.0,United Kingdom
544571,22522,CHILDS GARDEN FORK BLUE ,12,2011-02-21 13:07:00,0.85,15146.0,United Kingdom
578827,23227,FILIGREE HEART BUTTERFLY WHITE ,1,2011-11-25 14:25:00,2.46,,United Kingdom
555567,22315,200 RED + WHITE BENDY STRAWS,1,2011-06-05 15:25:00,1.25,17050.0,United Kingdom
580115,23344,JUMBO BAG 50'S CHRISTMAS ,5,2011-12-01 16:22:00,4.13,,United Kingdom
556080,22355,CHARLOTTE BAG SUKI DESIGN,113,2011-06-08 15:21:00,2.46,,United Kingdom
546169,15036,ASSORTED COLOURS SILK FAN,200,2011-03-10 10:27:00,0.75,14603.0,United Kingdom
564963,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2011-08-31 14:52:00,0.85,15582.0,United Kingdom
576329,21207,SKULL AND CROSSBONES  GARLAND ,1,2011-11-14 15:22:00,1.63,,United Kingdom
538177,90129E,PURPLE GLASS TASSLE BAG CHARM,1,2010-12-10 09:51:00,1.66,,United Kingdom
546165,22424,ENAMEL BREAD BIN CREAM,1,2011-03-10 10:08:00,12.75,18183.0,United Kingdom
562934,84692,BOX OF 24 COCKTAIL PARASOLS,3,2011-08-10 16:56:00,0.83,,United Kingdom
552457,21936,RED RETROSPOT PICNIC BAG,5,2011-05-09 14:40:00,2.95,16477.0,United Kingdom
541827,84251C,"GREETING CARD, TWO SISTERS.",2,2011-01-21 17:05:00,0.42,,United Kingdom
538378,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,4,2010-12-12 11:26:00,2.95,14577.0,United Kingdom
553013,21454,PAINTED PINK RABBIT ,1,2011-05-12 18:19:00,0.83,,United Kingdom
557324,21915,RED  HARMONICA IN BOX ,1,2011-06-20 09:41:00,2.46,,United Kingdom
579132,22553,PLASTERS IN TIN SKULLS,1,2011-11-28 12:35:00,1.65,15022.0,United Kingdom
572079,23350,ROLL WRAP VINTAGE SPOT ,12,2011-10-20 14:11:00,1.25,14484.0,United Kingdom
570225,22866,HAND WARMER SCOTTY DOG DESIGN,3,2011-10-09 13:15:00,2.1,16595.0,United Kingdom
544930,21894,POTTING SHED SEED ENVELOPES,1,2011-02-24 18:26:00,1.25,17472.0,United Kingdom
573248,23302,KNEELING MAT HOUSEWORK  DESIGN,4,2011-10-28 12:09:00,1.65,14498.0,United Kingdom
570672,21533,RETROSPOT LARGE MILK JUG,3,2011-10-11 14:52:00,4.95,12536.0,France
551006,21843,RED RETROSPOT CAKE STAND,1,2011-04-26 09:48:00,20.79,,United Kingdom
537484,22795,SWEETHEART RECIPE BOOK STAND,16,2010-12-07 11:30:00,5.95,14733.0,United Kingdom
553741,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-05-19 09:37:00,2.95,12520.0,Germany
577057,21896,POTTING SHED TWINE,1,2011-11-17 14:26:00,2.1,12748.0,United Kingdom
536592,22162,HEART GARLAND RUSTIC PADDED,3,2010-12-01 17:06:00,3.36,,United Kingdom
560434,22227,HANGING HEART MIRROR DECORATION ,1,2011-07-18 15:56:00,1.25,,United Kingdom
571890,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-10-19 14:05:00,4.95,16826.0,United Kingdom
573902,23408,PHOTO FRAME LINEN AND LACE SMALL,6,2011-11-01 14:51:00,2.08,17428.0,United Kingdom
580160,22303,COFFEE MUG APPLES DESIGN,6,2011-12-02 10:47:00,2.55,12700.0,France
569010,21169,YOU'RE CONFUSING ME METAL SIGN ,192,2011-09-30 07:36:00,1.45,14156.0,EIRE
579187,90130B,TURQ STONE/CRYSTAL EARRINGS,1,2011-11-28 15:31:00,2.9,,United Kingdom
C572120,21907,I'M ON HOLIDAY METAL SIGN,-1,2011-10-20 19:29:00,2.1,14911.0,EIRE
559052,21078,SET/20 STRAWBERRY PAPER NAPKINS ,2,2011-07-05 16:53:00,1.63,,United Kingdom
560896,47566,PARTY BUNTING,4,2011-07-21 17:26:00,4.95,15623.0,United Kingdom
569239,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-10-03 08:30:00,0.55,14644.0,United Kingdom
552905,84836,ZINC METAL HEART DECORATION,12,2011-05-12 11:10:00,1.25,15974.0,United Kingdom
567344,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,2011-09-19 15:49:00,0.42,13704.0,United Kingdom
568048,21155,RED RETROSPOT PEG BAG,6,2011-09-23 12:36:00,2.55,14911.0,EIRE
540418,21026,SPACE OWL,5,2011-01-07 11:04:00,0.85,,United Kingdom
560650,22212,FOUR HOOK  WHITE LOVEBIRDS,2,2011-07-20 11:38:00,2.1,15529.0,United Kingdom
553937,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3,2011-05-20 10:33:00,2.95,14056.0,United Kingdom
554074,22907,PACK OF 20 NAPKINS PANTRY DESIGN,6,2011-05-22 11:28:00,0.85,13230.0,United Kingdom
546653,82599,FANNY'S REST STOPMETAL SIGN,1,2011-03-15 14:18:00,4.13,,United Kingdom
562046,22583,PACK OF 6 HANDBAG GIFT BOXES,6,2011-08-02 10:34:00,2.55,12378.0,Switzerland
577778,22329,ROUND CONTAINER SET OF 5 RETROSPOT,2,2011-11-21 16:10:00,1.65,16549.0,United Kingdom
574104,22947,WOODEN ADVENT CALENDAR RED,6,2011-11-03 10:45:00,7.95,12615.0,France
571461,22804,PINK HANGING HEART T-LIGHT HOLDER,1,2011-10-17 14:12:00,2.95,16932.0,United Kingdom
568049,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,2011-09-23 12:38:00,1.25,17841.0,United Kingdom
571714,21619,4 VANILLA BOTANICAL CANDLES,4,2011-10-18 17:00:00,3.29,,United Kingdom
571257,16236,KITTY PENCIL ERASERS,1,2011-10-14 17:17:00,0.42,,United Kingdom
569374,22979,PANTRY WASHING UP BRUSH,1,2011-10-03 16:14:00,3.29,,United Kingdom
545166,82551,LAUNDRY 15C METAL SIGN,1,2011-02-28 14:03:00,1.45,17027.0,United Kingdom
580986,22757,LARGE RED BABUSHKA NOTEBOOK ,12,2011-12-06 16:34:00,0.39,12650.0,France
551774,17090D,VANILLA INCENSE 40 CONES IN TIN,1,2011-05-04 11:12:00,1.25,14606.0,United Kingdom
571041,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2,2011-10-13 13:00:00,4.95,14527.0,United Kingdom
538894,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,2,2010-12-14 17:22:00,2.95,16161.0,United Kingdom
563256,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-08-15 12:07:00,1.45,18143.0,United Kingdom
558777,22663,JUMBO BAG DOLLY GIRL DESIGN,1,2011-07-04 10:23:00,2.46,,United Kingdom
570001,23221,REINDEER HEART DECORATION SILVER,12,2011-10-07 09:10:00,0.83,14427.0,United Kingdom
557299,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,2011-06-19 13:56:00,1.65,13047.0,United Kingdom
580541,22047,EMPIRE GIFT WRAP,25,2011-12-05 09:03:00,0.42,15358.0,United Kingdom
555278,22535,MAGIC DRAWING SLATE BUNNIES ,1,2011-06-01 17:33:00,0.83,,United Kingdom
555477,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-06-03 12:26:00,0.85,12359.0,Cyprus
569641,22945,CHRISTMAS METAL TAGS ASSORTED ,12,2011-10-05 12:27:00,0.85,12841.0,United Kingdom
552244,79066K,RETRO MOD TRAY,1,2011-05-06 19:39:00,0.85,12748.0,United Kingdom
569254,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-10-03 11:00:00,3.95,18116.0,United Kingdom
544676,22498,WOODEN REGATTA BUNTING,1,2011-02-22 16:03:00,5.95,17841.0,United Kingdom
540823,85035C,ROSE 3 WICK MORRIS BOX CANDLE,48,2011-01-11 13:26:00,1.25,15569.0,United Kingdom
555510,21843,RED RETROSPOT CAKE STAND,2,2011-06-03 17:09:00,20.79,,United Kingdom
580632,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-12-05 12:16:00,3.95,16360.0,United Kingdom
540995,21913,VINTAGE SEASIDE JIGSAW PUZZLES,1,2011-01-13 09:30:00,3.29,,United Kingdom
545301,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-03-01 12:26:00,2.95,12679.0,France
564840,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,2,2011-08-30 12:49:00,1.63,,United Kingdom
574107,23424,GINGHAM RECIPE BOOK BOX,4,2011-11-03 10:49:00,4.95,13728.0,United Kingdom
541845,48194,DOORMAT HEARTS,2,2011-01-23 12:41:00,7.95,15167.0,United Kingdom
C550530,22557,PLASTERS IN TIN VINTAGE PAISLEY ,-9,2011-04-19 10:52:00,1.65,13082.0,United Kingdom
555519,22634,CHILDS BREAKFAST SET SPACEBOY ,8,2011-06-05 11:02:00,8.5,16682.0,United Kingdom
579097,23313,VINTAGE CHRISTMAS BUNTING,15,2011-11-28 11:11:00,4.95,13758.0,United Kingdom
573876,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-01 12:48:00,1.69,16360.0,United Kingdom
575176,22741,FUNKY DIVA PEN,4,2011-11-08 18:29:00,1.63,,United Kingdom
546681,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-03-16 08:29:00,4.95,16297.0,United Kingdom
566976,23173,REGENCY TEAPOT ROSES ,4,2011-09-16 09:27:00,9.95,15382.0,United Kingdom
565233,21935,SUKI  SHOULDER BAG,10,2011-09-02 09:34:00,1.63,,United Kingdom
536602,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02 08:34:00,2.55,17850.0,United Kingdom
570872,22023,EMPIRE BIRTHDAY CARD,1,2011-10-12 16:40:00,0.83,,United Kingdom
544657,22938,CUPCAKE LACE PAPER SET 6,12,2011-02-22 13:08:00,1.95,14895.0,United Kingdom
552867,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-05-12 08:36:00,3.75,15513.0,United Kingdom
557319,22916,HERB MARKER THYME,12,2011-06-20 08:23:00,0.65,15076.0,United Kingdom
560453,22076,6 RIBBONS EMPIRE  ,12,2011-07-19 09:52:00,1.65,13209.0,United Kingdom
565748,22427,ENAMEL FLOWER JUG CREAM,12,2011-09-06 12:38:00,5.45,14156.0,EIRE
540568,21447,12 IVORY ROSE PEG PLACE SETTINGS,2,2011-01-10 11:22:00,1.25,15039.0,United Kingdom
539034,47591D,PINK FAIRY CAKE CHILDRENS APRON,5,2010-12-15 14:29:00,1.95,16161.0,United Kingdom
556812,22602,RETROSPOT WOODEN HEART DECORATION,4,2011-06-14 17:25:00,1.63,,United Kingdom
570871,23372,SET 36 COLOUR PENCILS DOLLY GIRL,3,2011-10-12 16:36:00,2.46,,United Kingdom
539595,21162,TOXIC AREA  DOOR HANGER ,2,2010-12-20 13:43:00,3.36,,United Kingdom
563191,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-08-12 16:07:00,1.25,16678.0,United Kingdom
547374,22196,SMALL HEART MEASURING SPOONS,1,2011-03-22 13:54:00,0.85,16110.0,United Kingdom
544301,22625,RED KITCHEN SCALES,1,2011-02-17 12:59:00,8.5,14606.0,United Kingdom
551998,21413,PERIWINKLE T-LIGHT HOLDER,4,2011-05-05 15:48:00,1.25,14099.0,United Kingdom
538349,48111,DOORMAT 3 SMILEY CATS,1,2010-12-10 14:59:00,14.43,,United Kingdom
565740,22178,VICTORIAN GLASS HANGING T-LIGHT,96,2011-09-06 12:31:00,1.65,15189.0,United Kingdom
559676,22456,NATURAL SLATE CHALKBOARD LARGE ,6,2011-07-11 14:40:00,4.95,17340.0,United Kingdom
547906,22972,CHILDREN'S SPACEBOY MUG,2,2011-03-28 12:13:00,1.65,14410.0,United Kingdom
550666,21537,RED RETROSPOT PUDDING BOWL,4,2011-04-20 09:35:00,4.25,17719.0,United Kingdom
545690,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,2011-03-06 12:46:00,9.95,13263.0,United Kingdom
538071,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1,2010-12-09 14:09:00,7.62,,United Kingdom
562791,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-08-09 14:18:00,0.42,17730.0,United Kingdom
575919,23167,SMALL CERAMIC TOP STORAGE JAR ,96,2011-11-11 17:00:00,0.69,15311.0,United Kingdom
571714,22076,6 RIBBONS EMPIRE  ,1,2011-10-18 17:00:00,1.25,,United Kingdom
545475,22715,CARD WEDDING DAY,144,2011-03-03 10:59:00,0.36,12415.0,Australia
539434,22203,MILK PAN RED RETROSPOT,2,2010-12-17 14:41:00,7.62,,United Kingdom
543037,20615,BLUE POLKADOT PASSPORT COVER,12,2011-02-02 16:01:00,2.1,12350.0,Norway
572912,23013,GLASS APOTHECARY BOTTLE TONIC,2,2011-10-26 16:07:00,3.95,16915.0,United Kingdom
545398,21621,VINTAGE UNION JACK BUNTING,10,2011-03-02 11:43:00,8.5,13722.0,United Kingdom
538250,16046,TEATIME PEN CASE & PENS,9,2010-12-10 12:20:00,0.85,18118.0,United Kingdom
559693,21329,DINOSAURS  WRITING SET ,4,2011-07-11 16:21:00,0.83,,United Kingdom
560253,21754,HOME BUILDING BLOCK WORD,3,2011-07-17 12:52:00,5.95,13993.0,United Kingdom
554542,23093,SMALL PARISIENNE HEART PHOTO FRAME ,8,2011-05-25 08:32:00,2.49,15194.0,United Kingdom
550332,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2011-04-17 13:53:00,1.25,13474.0,United Kingdom
567656,22029,SPACEBOY BIRTHDAY CARD,2,2011-09-21 14:40:00,0.83,14096.0,United Kingdom
556484,22913,RED COAT RACK PARIS FASHION,1,2011-06-12 13:17:00,4.95,16938.0,United Kingdom
574074,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1,2011-11-02 15:33:00,4.13,,United Kingdom
567461,23204,CHARLOTTE BAG APPLES DESIGN,8,2011-09-20 12:31:00,2.46,,United Kingdom
557762,22384,LUNCH BAG PINK POLKADOT,10,2011-06-22 14:01:00,1.65,15810.0,United Kingdom
567454,22208,WOOD STAMP SET THANK YOU,12,2011-09-20 12:12:00,0.83,15839.0,United Kingdom
579694,21257,VICTORIAN SEWING BOX MEDIUM,8,2011-11-30 14:11:00,15.79,,United Kingdom
573074,21698,MOCK LOBSTER FRIDGE MAGNET,12,2011-10-27 14:03:00,0.39,16265.0,United Kingdom
546849,85025C,PINK HEART SHAPE PHOTO FRAME,1,2011-03-17 13:13:00,1.65,13623.0,United Kingdom
539219,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,12,2010-12-16 12:55:00,2.1,17951.0,United Kingdom
569005,21498,RED RETROSPOT WRAP ,25,2011-09-29 18:30:00,0.42,16268.0,United Kingdom
572280,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,2011-10-23 11:05:00,0.55,16007.0,United Kingdom
549155,22178,VICTORIAN GLASS HANGING T-LIGHT,1,2011-04-06 17:08:00,2.46,,United Kingdom
561371,23309,SET OF 60 I LOVE LONDON CAKE CASES ,7,2011-07-26 16:25:00,1.25,,United Kingdom
574938,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2011-11-07 17:15:00,2.55,14911.0,EIRE
564818,23330,DECORATIVE WICKER HEART MEDIUM,2,2011-08-30 12:10:00,2.46,,United Kingdom
547396,21243,PINK  POLKADOT PLATE ,1,2011-03-22 16:54:00,3.29,,United Kingdom
562377,22990,COTTON APRON PANTRY DESIGN,3,2011-08-04 15:04:00,4.95,14535.0,United Kingdom
563855,20728,LUNCH BAG CARS BLUE,10,2011-08-19 15:29:00,1.65,14709.0,United Kingdom
555916,21623,VINTAGE UNION JACK MEMOBOARD,1,2011-06-07 16:16:00,9.95,14958.0,United Kingdom
541680,21166,COOK WITH WINE METAL SIGN ,48,2011-01-20 14:18:00,1.69,14062.0,United Kingdom
536409,22183,CAKE STAND VICTORIAN FILIGREE MED,1,2010-12-01 11:45:00,6.75,17908.0,United Kingdom
564760,21936,RED RETROSPOT PICNIC BAG,1,2011-08-30 10:47:00,5.79,,United Kingdom
562984,22794,SWEETHEART WIRE MAGAZINE RACK,1,2011-08-11 11:45:00,7.95,17841.0,United Kingdom
561869,21380,WOODEN HAPPY BIRTHDAY GARLAND,2,2011-07-31 11:38:00,2.95,16764.0,United Kingdom
547100,20719,WOODLAND CHARLOTTE BAG,10,2011-03-21 10:31:00,0.85,15615.0,United Kingdom
550496,35915C,PEACH KNITTED HEN ,1,2011-04-18 15:05:00,1.65,,United Kingdom
578111,79321,CHILLI LIGHTS,4,2011-11-23 09:28:00,5.75,14790.0,United Kingdom
558885,47566,PARTY BUNTING,5,2011-07-04 15:10:00,4.95,13267.0,United Kingdom
545070,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-02-27 15:42:00,0.55,16493.0,United Kingdom
555575,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-06-05 15:47:00,0.55,14466.0,United Kingdom
563543,23203,JUMBO BAG VINTAGE DOILY ,10,2011-08-17 12:06:00,2.08,15039.0,United Kingdom
578281,22311,OFFICE MUG WARMER BLACK+SILVER ,7,2011-11-23 13:53:00,2.95,14099.0,United Kingdom
539453,22350,ILLUSTRATED CAT BOWL ,2,2010-12-17 17:08:00,5.06,,United Kingdom
578036,23371,SET 36 COLOUR PENCILS SPACEBOY ,1,2011-11-22 14:04:00,1.25,16474.0,United Kingdom
544106,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-02-16 10:47:00,7.95,14530.0,United Kingdom
568716,85053,FRENCH ENAMEL CANDLEHOLDER,2,2011-09-28 16:13:00,4.13,,United Kingdom
552663,21714,CITRONELLA CANDLE GARDEN POT,2,2011-05-10 15:04:00,2.46,,United Kingdom
537666,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,1,2010-12-07 18:36:00,8.47,,United Kingdom
541602,85061W,WHITE JEWELLED HEART DECORATION,1,2011-01-19 17:17:00,0.85,17231.0,United Kingdom
538839,21874,GIN AND TONIC MUG,1,2010-12-14 13:10:00,1.25,14606.0,United Kingdom
542632,84991,60 TEATIME FAIRY CAKE CASES,120,2011-01-31 10:13:00,0.42,13324.0,United Kingdom
551549,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2011-05-03 09:46:00,1.45,17501.0,United Kingdom
536544,22548,HEADS AND TAILS SPORTING FUN,1,2010-12-01 14:32:00,2.51,,United Kingdom
569007,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2011-09-29 18:51:00,0.85,17552.0,United Kingdom
565119,20726,LUNCH BAG WOODLAND,10,2011-09-01 11:38:00,1.65,16722.0,United Kingdom
560726,15036,ASSORTED COLOURS SILK FAN,12,2011-07-20 14:16:00,0.83,17962.0,United Kingdom
556636,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1,2011-06-13 15:30:00,0.63,,United Kingdom
575868,23506,MINI PLAYING CARDS SPACEBOY ,20,2011-11-11 12:44:00,0.42,12985.0,United Kingdom
555835,21121,SET/10 RED POLKADOT PARTY CANDLES,1,2011-06-07 12:34:00,1.25,14525.0,United Kingdom
553389,22489,PACK OF 12 TRADITIONAL CRAYONS,5,2011-05-16 16:37:00,0.83,,United Kingdom
548011,20727,LUNCH BAG  BLACK SKULL.,100,2011-03-29 11:14:00,1.45,14646.0,Netherlands
571442,23535,WALL ART BICYCLE SAFETY,2,2011-10-17 13:39:00,5.95,17049.0,United Kingdom
566973,22121,NOEL WOODEN BLOCK LETTERS ,6,2011-09-16 09:21:00,5.95,15152.0,United Kingdom
550520,22555,PLASTERS IN TIN STRONGMAN,12,2011-04-19 09:43:00,1.65,16170.0,United Kingdom
576086,23570,TRADITIONAL PICK UP STICKS GAME ,12,2011-11-14 08:29:00,1.25,15365.0,United Kingdom
537154,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2010-12-05 13:05:00,2.95,15808.0,United Kingdom
565840,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-09-07 12:02:00,1.63,,United Kingdom
C565284,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-09-02 11:31:00,1.25,12471.0,Germany
579001,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-11-27 16:19:00,1.65,15555.0,United Kingdom
554837,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-05-26 16:30:00,6.35,14584.0,United Kingdom
544434,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-02-18 16:12:00,10.79,,United Kingdom
542389,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2011-01-27 14:46:00,2.95,12868.0,United Kingdom
546008,21992,VINTAGE PAISLEY STATIONERY SET,2,2011-03-08 15:43:00,2.46,,United Kingdom
544201,10002,INFLATABLE POLITICAL GLOBE ,1,2011-02-17 10:11:00,1.63,,United Kingdom
559095,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-07-06 10:49:00,1.65,13198.0,United Kingdom
551982,22926,IVORY GIANT GARDEN THERMOMETER,4,2011-05-05 13:56:00,5.95,15023.0,United Kingdom
555397,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2011-06-02 17:26:00,2.46,,United Kingdom
546972,20675,BLUE POLKADOT BOWL,4,2011-03-18 12:04:00,2.46,,United Kingdom
571305,23349,ROLL WRAP VINTAGE CHRISTMAS,3,2011-10-17 09:55:00,2.46,,United Kingdom
546418,85127,SMALL SQUARE CUT GLASS CANDLESTICK,3,2011-03-13 10:57:00,4.95,17315.0,United Kingdom
579194,23084,RABBIT NIGHT LIGHT,12,2011-11-28 15:50:00,2.08,15804.0,United Kingdom
537793,20717,STRAWBERRY SHOPPER BAG,3,2010-12-08 12:57:00,1.25,15032.0,United Kingdom
575368,21809,CHRISTMAS HANGING TREE WITH BELL,1,2011-11-09 15:07:00,0.39,14482.0,United Kingdom
576054,22208,WOOD STAMP SET THANK YOU,1,2011-11-13 14:55:00,0.83,15787.0,United Kingdom
569223,22959,WRAP CHRISTMAS VILLAGE,25,2011-10-02 13:49:00,0.42,16283.0,United Kingdom
540562,20728,LUNCH BAG CARS BLUE,10,2011-01-10 10:35:00,1.65,12524.0,Germany
569202,22814,CARD PARTY GAMES ,1,2011-09-30 17:22:00,0.42,,United Kingdom
578332,21804,WHITE CHRISTMAS GARLAND STARS TREES,1,2011-11-24 08:50:00,3.75,,United Kingdom
565320,21211,SET OF 72 SKULL PAPER  DOILIES,3,2011-09-02 13:10:00,1.45,16745.0,United Kingdom
563328,21556,CERAMIC STRAWBERRY MONEY BOX,1,2011-08-15 13:07:00,2.55,14606.0,United Kingdom
563557,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-08-17 13:33:00,0.65,15786.0,United Kingdom
540834,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,24,2011-01-11 14:50:00,4.25,14733.0,United Kingdom
573124,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,2011-10-27 16:24:00,4.15,13654.0,United Kingdom
548208,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-03-29 17:12:00,2.1,14189.0,United Kingdom
544688,22241,GARLAND WOODEN HAPPY EASTER,12,2011-02-23 08:29:00,1.25,18151.0,United Kingdom
551278,POST,POSTAGE,1,2011-04-27 13:13:00,40.0,12483.0,Sweden
536464,21985,PACK OF 12 HEARTS DESIGN TISSUES ,1,2010-12-01 12:23:00,0.29,17968.0,United Kingdom
569216,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,2,2011-10-02 12:41:00,1.69,15555.0,United Kingdom
572612,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,2011-10-25 11:14:00,1.45,16186.0,United Kingdom
541495,21985,PACK OF 12 HEARTS DESIGN TISSUES ,4,2011-01-18 14:59:00,0.79,,United Kingdom
549587,20727,LUNCH BAG  BLACK SKULL.,10,2011-04-11 10:01:00,1.65,15737.0,United Kingdom
572103,85136C,RED SHARK HELICOPTER,1,2011-10-20 15:57:00,7.95,17571.0,United Kingdom
537638,22207,FRYING PAN UNION FLAG,1,2010-12-07 15:28:00,8.47,,United Kingdom
555397,23172,REGENCY TEA PLATE PINK,1,2011-06-02 17:26:00,3.29,,United Kingdom
556427,22630,DOLLY GIRL LUNCH BOX,1,2011-06-10 13:23:00,2.46,,United Kingdom
573028,22689,DOORMAT MERRY CHRISTMAS RED ,2,2011-10-27 13:29:00,8.25,16847.0,United Kingdom
539736,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2010-12-21 15:18:00,5.91,,United Kingdom
555278,22467,GUMBALL COAT RACK,1,2011-06-01 17:33:00,4.96,,United Kingdom
547504,22435,SET OF 9 HEART SHAPED BALLOONS,100,2011-03-23 13:33:00,1.06,12683.0,France
574053,22919,HERB MARKER MINT,12,2011-11-02 14:04:00,0.65,16379.0,United Kingdom
554079,23154,SET OF 4 JAM JAR MAGNETS,2,2011-05-22 11:41:00,2.08,14546.0,United Kingdom
559898,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,2011-07-13 12:18:00,0.55,16225.0,United Kingdom
552324,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,24,2011-05-09 09:46:00,2.55,16672.0,United Kingdom
557322,23184,BULL DOG BOTTLE OPENER,4,2011-06-20 09:04:00,4.95,17444.0,Canada
577519,22796,PHOTO FRAME 3 CLASSIC HANGING,2,2011-11-20 13:20:00,9.95,15044.0,United Kingdom
