订单ID,日期,客户ID,商品类别,单价,数量,地区,支付方式
ORD07844,2025-01-06 15:17:00,C462,食品,43.77,5,东北,微信
ORD07845,2025-01-06 15:17:00,C1568,家居,44.73,4,东北,信用卡
ORD07846,2025-01-06 15:19:00,C3347,图书,27.55,2,华北,微信
ORD07847,2025-01-06 15:19:00,C1736,家居,56.1,1,华东,现金
ORD07848,2025-01-06 15:19:00,C4039,服装,49.5,1,华南,支付宝
ORD07849,2025-01-06 15:19:00,C3951,图书,34.37,2,华北,微信
ORD07850,2025-01-06 15:20:00,C664,电子产品,24.45,1,华南,信用卡
ORD07851,2025-01-06 15:21:00,C1356,家居,38.01,9,华东,现金
ORD07852,2025-01-06 15:22:00,C1014,服装,55.78,2,华南,微信
ORD07853,2025-01-06 15:22:00,C2132,图书,15.25,3,西南,支付宝
ORD07854,2025-01-06 15:23:00,C2668,服装,23.84,9,东北,支付宝
ORD07855,2025-01-06 15:23:00,C1054,电子产品,95.29,5,华南,支付宝
ORD07856,2025-01-06 15:23:00,C1764,图书,,8,华东,现金
ORD07857,2025-01-06 15:24:00,C4458,服装,15.71,7,华东,微信
ORD07858,2025-01-06 15:25:00,C2869,食品,72.38,6,西南,微信
ORD07859,2025-01-06 15:25:00,C1412,图书,15.56,2,华东,现金
ORD07860,2025-01-06 15:26:00,C667,图书,76.5,4,西南,微信
ORD07861,2025-01-06 15:26:00,C3370,图书,77.5,9,华北,现金
ORD07862,2025-01-06 15:26:00,C1394,图书,68.6,7,华南,支付宝
ORD07863,2025-01-06 15:27:00,C098,食品,75.9,3,华东,微信
ORD07864,2025-01-06 15:27:00,C4070,电子产品,17.92,6,东北,支付宝
ORD07865,2025-01-06 15:28:00,C421,食品,75.41,8,华南,现金
ORD07866,2025-01-06 15:28:00,C3650,食品,22.3,8,西南,支付宝
ORD07867,2025-01-06 15:28:00,C4157,服装,40.56,8,华南,信用卡
ORD07868,2025-01-06 15:30:00,C1132,家居,94.85,8,华南,现金
ORD07869,2025-01-06 15:30:00,C1702,家居,55.26,6,华东,信用卡
ORD07870,2025-01-06 15:31:00,C3620,服装,97.07,3,东北,现金
ORD07871,2025-01-06 15:33:00,C3190,食品,18.0,9,华北,支付宝
ORD07872,2025-01-06 15:33:00,C597,服装,52.98,3,东北,支付宝
ORD07873,2025-01-06 15:34:00,C391,图书,15.62,4,西南,支付宝
ORD07874,2025-01-06 15:34:00,C1075,服装,66.72,1,东北,信用卡
ORD07875,2025-01-06 15:34:00,C2650,服装,17.08,2,东北,支付宝
ORD07876,2025-01-06 15:35:00,C2384,图书,25.78,6,西南,信用卡
ORD07877,2025-01-06 15:35:00,C809,家居,33.29,1,东北,信用卡
ORD07878,2025-01-06 15:36:00,C3309,图书,77.39,9,华北,微信
ORD07879,2025-01-06 15:36:00,C3738,电子产品,24.76,8,华南,微信
ORD07880,2025-01-06 15:36:00,C1159,服装,86.2,2,华北,微信
ORD07881,2025-01-06 15:36:00,C1531,服装,21.87,2,华南,现金
ORD07882,2025-01-06 15:36:00,C4976,家居,13.17,8,华南,信用卡
ORD07883,2025-01-06 15:36:00,C2682,食品,45.55,8,东北,支付宝
ORD07884,2025-01-06 15:37:00,C253,图书,98.15,1,华南,微信
ORD07885,2025-01-06 15:38:00,C3548,食品,19.93,5,西南,现金
ORD07886,2025-01-06 15:38:00,C3185,电子产品,19.15,2,华北,信用卡
ORD07887,2025-01-06 15:38:00,,图书,77.6,1,华南,现金
ORD07888,2025-01-06 15:39:00,C2423,电子产品,38.09,3,东北,支付宝
ORD07889,2025-01-06 15:39:00,C3575,电子产品,74.56,3,东北,微信
ORD07890,2025-01-06 15:39:00,C4261,电子产品,28.0,9,东北,信用卡
ORD07891,2025-01-06 15:39:00,C1573,图书,51.41,1,华东,现金
ORD07892,2025-01-06 15:39:00,C2908,图书,33.88,2,华北,微信
ORD07893,2025-01-06 15:41:00,C4712,家居,50.64,9,东北,微信
ORD07894,2025-01-06 15:42:00,C1625,服装,79.22,5,西南,信用卡
ORD07895,2025-01-06 15:42:00,C3998,食品,78.58,9,东北,微信
ORD07896,2025-01-06 15:43:00,C3883,食品,56.42,6,华东,现金
ORD07897,2025-01-06 15:43:00,C3515,电子产品,93.55,3,华北,信用卡
ORD07898,2025-01-06 15:43:00,C3403,图书,33.74,8,华南,信用卡
ORD07899,2025-01-06 15:44:00,C4598,图书,31.63,9,华北,微信
ORD07900,2025-01-06 15:44:00,C4680,电子产品,65.24,2,华南,支付宝
ORD07901,2025-01-06 15:45:00,C1958,服装,65.92,9,华南,支付宝
ORD07902,2025-01-06 15:45:00,C4009,食品,14.19,4,东北,支付宝
ORD07903,2025-01-06 15:47:00,C2735,家居,64.7,8,西南,现金
ORD07904,2025-01-06 15:47:00,C4491,服装,43.7,5,西南,信用卡
ORD07905,2025-01-06 15:48:00,C3174,图书,77.27,6,东北,微信
ORD07906,2025-01-06 15:48:00,C401,电子产品,82.73,4,华东,支付宝
ORD07907,2025-01-06 15:49:00,C974,食品,59.69,5,华南,微信
ORD07908,2025-01-06 15:49:00,C223,电子产品,10.15,1,西南,支付宝
ORD07909,2025-01-06 15:50:00,C4613,图书,67.27,3,华北,支付宝
ORD07910,2025-01-06 15:50:00,C235,电子产品,77.4,4,华东,微信
ORD07911,2025-01-06 15:50:00,C3498,食品,32.41,1,东北,现金
ORD07912,2025-01-06 15:50:00,C4211,电子产品,51.82,3,华东,微信
ORD07913,2025-01-06 15:51:00,C3234,食品,96.92,4,西南,微信
ORD07914,2025-01-06 15:51:00,C225,电子产品,36.83,9,东北,现金
ORD07915,2025-01-06 15:51:00,C2277,电子产品,30.08,3,西南,现金
ORD07916,2025-01-06 15:51:00,C4277,食品,28.98,3,华南,微信
ORD07917,2025-01-06 15:53:00,C1341,电子产品,60.29,4,华东,现金
ORD07918,2025-01-06 15:54:00,C4036,服装,95.48,9,华南,支付宝
ORD07919,2025-01-06 15:55:00,,家居,64.78,9,华北,现金
ORD07920,2025-01-06 15:55:00,C3727,服装,37.3,1,华南,微信
ORD07921,2025-01-06 15:56:00,C3928,家居,67.47,8,华东,现金
ORD07922,2025-01-06 15:56:00,C4989,服装,66.24,1,华北,信用卡
ORD07923,2025-01-06 15:58:00,C2803,家居,63.72,2,西南,现金
ORD07924,2025-01-06 15:58:00,C1109,电子产品,24.35,5,华北,支付宝
ORD07925,2025-01-06 16:00:00,C2026,食品,67.11,6,华东,信用卡
ORD07926,2025-01-06 16:02:00,C393,食品,48.71,2,东北,支付宝
ORD07927,2025-01-06 16:04:00,C843,图书,11.67,5,华北,支付宝
ORD07928,2025-01-06 16:04:00,C1524,家居,58.58,3,西南,信用卡
ORD07929,2025-01-06 16:04:00,C603,图书,99.03,7,华北,支付宝
ORD07930,2025-01-06 16:04:00,C581,图书,41.48,1,华南,信用卡
ORD07931,2025-01-06 16:05:00,C1939,家居,96.9,5,东北,支付宝
ORD07932,2025-01-06 16:06:00,C132,食品,18.66,3,华东,微信
ORD07933,2025-01-06 16:06:00,C2838,家居,75.92,2,东北,支付宝
ORD07934,2025-01-06 16:07:00,C3385,电子产品,20.29,3,华南,信用卡
ORD07935,2025-01-06 16:08:00,,图书,34.62,4,东北,微信
ORD07936,2025-01-06 16:08:00,C2268,图书,61.38,2,华南,微信
ORD07937,2025-01-06 16:09:00,C975,家居,63.35,2,华北,现金
ORD07938,2025-01-06 16:09:00,C1813,图书,79.77,3,华东,现金
ORD07939,2025-01-06 16:09:00,C3263,食品,65.38,2,华南,现金
ORD07940,2025-01-06 16:10:00,C1543,图书,63.43,6,华南,微信
ORD07941,2025-01-06 16:11:00,C2835,家居,92.11,2,华北,现金
ORD07942,2025-01-06 16:12:00,,食品,50.69,1,华南,微信
ORD07943,2025-01-06 16:12:00,C1357,食品,,8,华东,现金
ORD07944,2025-01-06 16:12:00,C4134,图书,24.56,4,西南,支付宝
ORD07945,2025-01-06 16:13:00,C1316,家居,,2,东北,现金
ORD07946,2025-01-06 16:13:00,C161,图书,74.15,4,华南,信用卡
ORD07947,2025-01-06 16:14:00,C1909,电子产品,13.83,2,东北,现金
ORD07948,2025-01-06 16:14:00,C1127,电子产品,21.61,5,东北,微信
ORD07949,2025-01-06 16:16:00,C3870,食品,19.55,7,西南,信用卡
ORD07950,2025-01-06 16:17:00,C1658,图书,62.67,6,华南,信用卡
ORD07951,2025-01-06 16:17:00,C3125,电子产品,31.86,2,华东,微信
ORD07952,2025-01-06 16:17:00,C1963,服装,24.96,4,华南,信用卡
ORD07953,2025-01-06 16:17:00,C2289,电子产品,63.35,8,东北,信用卡
ORD07954,2025-01-06 16:18:00,C966,图书,78.52,7,华北,信用卡
ORD07955,2025-01-06 16:18:00,C889,图书,39.89,7,西南,现金
ORD07956,2025-01-06 16:20:00,C3061,电子产品,62.04,4,华东,信用卡
ORD07957,2025-01-06 16:21:00,C3629,图书,18.83,1,华东,支付宝
ORD07958,2025-01-06 16:21:00,C3189,图书,94.17,7,东北,支付宝
ORD07959,2025-01-06 16:21:00,C2748,服装,40.32,6,华东,现金
ORD07960,2025-01-06 16:21:00,C1666,食品,99.78,8,东北,现金
ORD07961,2025-01-06 16:22:00,C3066,图书,98.07,-1,华东,支付宝
ORD07962,2025-01-06 16:24:00,C1441,家居,80.09,8,华东,信用卡
ORD07963,2025-01-06 16:25:00,C1067,食品,11.81,8,东北,支付宝
ORD07964,2025-01-06 16:25:00,C4223,食品,58.91,9,西南,微信
ORD07965,2025-01-06 16:25:00,C2923,家居,17.82,1,华东,信用卡
ORD07966,2025-01-06 16:26:00,C4253,电子产品,90.56,3,华南,支付宝
ORD07967,2025-01-06 16:26:00,C3856,服装,81.07,6,华北,支付宝
ORD07968,2025-01-06 16:27:00,C826,图书,97.51,4,东北,信用卡
ORD07969,2025-01-06 16:27:00,C4607,电子产品,64.75,8,华东,信用卡
ORD07970,2025-01-06 16:28:00,C3985,家居,57.0,1,西南,信用卡
ORD07971,2025-01-06 16:28:00,C2092,服装,56.71,5,华南,现金
ORD07972,2025-01-06 16:29:00,C3179,服装,44.78,4,东北,微信
ORD07973,2025-01-06 16:29:00,C4538,服装,52.18,1,华南,现金
ORD07974,2025-01-06 16:30:00,C3901,家居,67.19,6,华北,支付宝
ORD07975,2025-01-06 16:31:00,C2362,电子产品,93.97,3,西南,微信
ORD07976,2025-01-06 16:31:00,C2224,图书,63.63,5,东北,现金
ORD07977,2025-01-06 16:32:00,C1726,服装,87.14,6,东北,支付宝
ORD07978,2025-01-06 16:35:00,C2006,服装,87.65,4,华东,信用卡
ORD07979,2025-01-06 16:35:00,C266,电子产品,56.69,6,华南,支付宝
ORD07980,2025-01-06 16:35:00,C837,服装,41.27,7,东北,信用卡
ORD07981,2025-01-06 16:35:00,C4584,服装,67.56,-1,华南,现金
ORD07982,2025-01-06 16:36:00,C4797,家居,50.13,7,华北,支付宝
ORD07983,2025-01-06 16:37:00,,食品,17.33,7,华东,微信
ORD07984,2025-01-06 16:38:00,C3361,电子产品,44.0,2,华北,支付宝
ORD07985,2025-01-06 16:38:00,C356,电子产品,99.47,3,华东,信用卡
ORD07986,2025-01-06 16:38:00,C3815,电子产品,14.37,3,华东,现金
ORD07987,2025-01-06 16:39:00,C871,家居,72.7,1,华南,微信
ORD07988,2025-01-06 16:39:00,C1973,家居,85.71,1,华东,微信
ORD07989,2025-01-06 16:40:00,C4647,图书,68.39,-1,华北,现金
ORD07990,2025-01-06 16:40:00,C1810,家居,61.28,9,华北,现金
ORD07991,2025-01-06 16:41:00,C4418,电子产品,73.68,9,华北,支付宝
ORD07992,2025-01-06 16:43:00,C2641,图书,48.64,1,华南,支付宝
ORD07993,2025-01-06 16:44:00,C2228,食品,18.22,7,华南,微信
ORD07994,2025-01-06 16:46:00,C3391,服装,96.61,6,西南,支付宝
ORD07995,2025-01-06 16:46:00,C4178,服装,48.91,4,东北,信用卡
ORD07996,2025-01-06 16:46:00,C2350,图书,69.89,3,西南,信用卡
ORD07997,2025-01-06 16:47:00,C4357,食品,57.82,9,西南,支付宝
ORD07998,2025-01-06 16:47:00,C4879,服装,14.92,5,华东,微信
ORD07999,2025-01-06 16:47:00,C2739,图书,95.75,8,华东,支付宝
ORD08000,2025-01-06 16:49:00,C2730,家居,81.33,4,西南,现金
ORD08001,2025-01-06 16:49:00,C1318,电子产品,23.42,4,东北,现金
ORD08002,2025-01-06 16:49:00,C1535,食品,98.35,6,西南,微信
ORD08003,2025-01-06 16:50:00,C4784,服装,76.32,6,华南,微信
ORD08004,2025-01-06 16:51:00,C2443,电子产品,52.51,3,华北,现金
ORD08005,2025-01-06 16:51:00,,图书,65.02,2,西南,现金
ORD08006,2025-01-06 16:51:00,C3209,服装,19.61,9,华东,信用卡
ORD08007,2025-01-06 16:52:00,C4934,电子产品,60.44,2,东北,支付宝
ORD08008,2025-01-06 16:52:00,C877,家居,16.63,9,华东,微信
ORD08009,2025-01-06 16:53:00,C2870,食品,59.04,8,华南,现金
ORD08010,2025-01-06 16:54:00,C3200,图书,59.74,7,华东,微信
ORD08011,2025-01-06 16:54:00,C4144,服装,88.7,5,华东,现金
ORD08012,2025-01-06 16:55:00,C3747,家居,75.26,3,东北,微信
ORD08013,2025-01-06 16:55:00,C2836,食品,32.46,2,东北,微信
ORD08014,2025-01-06 16:56:00,C292,食品,89.96,8,华东,信用卡
ORD08015,2025-01-06 16:57:00,C1651,家居,61.59,2,华东,信用卡
ORD08016,2025-01-06 16:57:00,C4631,服装,64.57,8,西南,信用卡
ORD08017,2025-01-06 16:58:00,C4406,食品,25.21,5,华南,信用卡
ORD08018,2025-01-06 16:59:00,C536,图书,87.2,9,西南,信用卡
ORD08019,2025-01-06 16:59:00,C2686,电子产品,93.79,4,东北,现金
ORD08020,2025-01-06 16:59:00,C233,图书,79.75,8,西南,支付宝
ORD08021,2025-01-06 17:00:00,C2652,食品,94.67,7,西南,现金
ORD08022,2025-01-06 17:00:00,C2374,电子产品,37.21,8,华东,支付宝
ORD08023,2025-01-06 17:02:00,C2272,家居,87.5,5,华东,信用卡
ORD08024,2025-01-06 17:03:00,C966,电子产品,54.0,2,华南,微信
ORD08025,2025-01-06 17:04:00,C889,电子产品,24.75,7,华北,微信
ORD08026,2025-01-06 17:04:00,C3863,电子产品,70.19,3,华北,支付宝
ORD08027,2025-01-06 17:06:00,C3400,食品,71.57,2,西南,支付宝
ORD08028,2025-01-06 17:07:00,C034,服装,35.82,3,华南,现金
ORD08029,2025-01-06 17:08:00,C4542,食品,12.47,4,华南,支付宝
ORD08030,2025-01-06 17:08:00,C3523,服装,27.99,7,东北,现金
ORD08031,2025-01-06 17:08:00,C1763,家居,45.98,1,华东,信用卡
ORD08032,2025-01-06 17:09:00,C3291,家居,25.08,6,东北,微信
ORD08033,2025-01-06 17:10:00,C2488,家居,27.46,6,华北,微信
ORD08034,2025-01-06 17:11:00,C2700,家居,45.23,8,华南,现金
ORD08035,2025-01-06 17:12:00,C1558,家居,96.56,2,华北,支付宝
ORD08036,2025-01-06 17:12:00,C4690,图书,78.78,2,华东,现金
ORD08037,2025-01-06 17:12:00,C2276,食品,38.78,1,华东,支付宝
ORD08038,2025-01-06 17:12:00,C4006,服装,95.64,3,华东,支付宝
ORD08039,2025-01-06 17:13:00,C4439,家居,68.11,7,华北,支付宝
ORD08040,2025-01-06 17:13:00,C1103,图书,50.99,8,华南,现金
ORD08041,2025-01-06 17:14:00,C1419,图书,52.15,7,东北,信用卡
ORD08042,2025-01-06 17:15:00,C1478,图书,46.97,9,华南,微信
ORD08043,2025-01-06 17:16:00,C3914,食品,30.97,8,华南,现金
ORD08044,2025-01-06 17:16:00,C3742,家居,44.8,8,西南,信用卡
ORD08045,2025-01-06 17:16:00,C2956,图书,57.51,2,华南,微信
ORD08046,2025-01-06 17:16:00,C1382,图书,57.52,1,东北,现金
ORD08047,2025-01-06 17:16:00,C2574,家居,78.56,6,西南,现金
ORD08048,2025-01-06 17:17:00,C3384,食品,42.29,7,华南,信用卡
ORD08049,2025-01-06 17:17:00,C1569,图书,74.51,6,西南,现金
ORD08050,2025-01-06 17:19:00,C1894,服装,62.03,7,华南,微信
ORD08051,2025-01-06 17:20:00,C2243,电子产品,96.57,8,华东,信用卡
ORD08052,2025-01-06 17:21:00,C1866,电子产品,44.68,2,华东,现金
ORD08053,2025-01-06 17:21:00,C028,电子产品,91.11,1,华南,微信
ORD08054,2025-01-06 17:21:00,C705,食品,83.86,8,西南,现金
ORD08055,2025-01-06 17:22:00,C1020,图书,67.39,8,东北,信用卡
ORD08056,2025-01-06 17:22:00,C2063,电子产品,68.91,8,华东,现金
ORD08057,2025-01-06 17:22:00,C1446,电子产品,17.62,7,西南,微信
ORD08058,2025-01-06 17:23:00,C3664,家居,95.52,2,东北,支付宝
ORD08059,2025-01-06 17:23:00,C2987,图书,19.62,4,西南,现金
ORD08060,2025-01-06 17:24:00,C3602,图书,60.69,9,华南,现金
ORD08061,2025-01-06 17:24:00,C3685,家居,39.71,8,华东,微信
ORD08062,2025-01-06 17:25:00,C3368,图书,48.69,4,华东,微信
ORD08063,2025-01-06 17:26:00,C3581,服装,64.92,8,华东,信用卡
ORD08064,2025-01-06 17:29:00,C2762,食品,91.8,6,华南,支付宝
ORD08065,2025-01-06 17:29:00,C4037,家居,51.18,9,东北,信用卡
ORD08066,2025-01-06 17:30:00,C572,电子产品,98.9,1,东北,微信
ORD08067,2025-01-06 17:30:00,C4088,图书,63.35,6,华东,微信
ORD08068,2025-01-06 17:31:00,C614,服装,24.45,4,东北,微信
ORD08069,2025-01-06 17:31:00,C4050,服装,27.1,3,华东,微信
ORD08070,2025-01-06 17:31:00,C325,食品,74.45,5,东北,信用卡
ORD08071,2025-01-06 17:31:00,C3740,服装,14.54,8,华东,支付宝
ORD08072,2025-01-06 17:34:00,C358,图书,53.23,6,东北,微信
ORD08073,2025-01-06 17:35:00,C3777,图书,23.34,1,西南,信用卡
ORD08074,2025-01-06 17:35:00,C2371,服装,48.99,6,华东,信用卡
ORD08075,2025-01-06 17:35:00,C1721,图书,77.49,7,华东,信用卡
ORD08076,2025-01-06 17:36:00,C1349,图书,51.29,6,华北,信用卡
ORD08077,2025-01-06 17:36:00,C3696,电子产品,24.71,3,华东,信用卡
ORD08078,2025-01-06 17:37:00,C3896,家居,32.67,9,东北,微信
ORD08079,2025-01-06 17:37:00,C4260,图书,43.08,4,西南,微信
ORD08080,2025-01-06 17:38:00,C1596,图书,16.26,5,西南,支付宝
ORD08081,2025-01-06 17:38:00,C1627,食品,62.59,5,东北,支付宝
ORD08082,2025-01-06 17:39:00,C2502,家居,64.68,3,华南,支付宝
ORD08083,2025-01-06 17:39:00,C3808,家居,15.59,2,华东,支付宝
ORD08084,2025-01-06 17:39:00,C192,家居,46.21,8,西南,现金
ORD08085,2025-01-06 17:39:00,C2674,服装,47.26,7,东北,信用卡
ORD08086,2025-01-06 17:39:00,C3845,电子产品,40.04,5,西南,信用卡
ORD08087,2025-01-06 17:40:00,C2577,电子产品,60.2,1,西南,信用卡
ORD08088,2025-01-06 17:41:00,C091,食品,41.14,1,东北,现金
ORD08089,2025-01-06 17:41:00,C4234,家居,47.48,8,华北,信用卡
ORD08090,2025-01-06 17:41:00,C480,家居,81.78,4,西南,信用卡
ORD08091,2025-01-06 17:42:00,C2916,图书,24.59,4,西南,信用卡
ORD08092,2025-01-06 17:42:00,C4435,服装,65.72,9,华南,信用卡
ORD08093,2025-01-06 17:43:00,C1075,服装,55.5,2,华北,信用卡
ORD08094,2025-01-06 17:43:00,C2513,食品,37.46,5,华南,支付宝
ORD08095,2025-01-06 17:44:00,C798,电子产品,75.48,6,东北,现金
ORD08096,2025-01-06 17:45:00,C4570,家居,59.61,6,华东,微信
ORD08097,2025-01-06 17:45:00,C3949,食品,52.96,3,东北,支付宝
ORD08098,2025-01-06 17:46:00,C604,服装,70.09,6,华北,现金
ORD08099,2025-01-06 17:46:00,C2979,服装,82.21,5,东北,信用卡
ORD08100,2025-01-06 17:47:00,C4916,服装,97.54,8,华北,现金
ORD08101,2025-01-06 17:47:00,C597,家居,66.64,4,华南,信用卡
ORD08102,2025-01-06 17:48:00,C1532,家居,88.7,3,西南,信用卡
ORD08103,2025-01-06 17:48:00,C513,家居,10.1,6,东北,现金
ORD08104,2025-01-06 17:48:00,C1877,图书,57.72,9,东北,微信
ORD08105,2025-01-06 17:49:00,C3972,电子产品,29.32,8,西南,信用卡
ORD08106,2025-01-06 17:49:00,C3843,服装,18.48,8,东北,信用卡
ORD08107,2025-01-06 17:50:00,C1699,服装,57.88,3,东北,支付宝
ORD08108,2025-01-06 17:50:00,C1029,图书,77.21,1,华东,现金
ORD08109,2025-01-06 17:50:00,C4595,服装,47.1,3,华东,现金
ORD08110,2025-01-06 17:50:00,C716,服装,70.31,3,西南,现金
ORD08111,2025-01-06 17:51:00,C4086,家居,54.07,6,华南,支付宝
ORD08112,2025-01-06 17:51:00,C665,家居,49.34,3,东北,现金
ORD08113,2025-01-06 17:52:00,C2208,电子产品,36.12,2,东北,现金
ORD08114,2025-01-06 17:53:00,C1079,服装,44.43,9,华南,信用卡
ORD08115,2025-01-06 17:53:00,C227,食品,41.48,6,东北,微信
ORD08116,2025-01-06 17:55:00,C148,服装,68.16,5,华南,微信
ORD08117,2025-01-06 17:55:00,C1069,服装,20.44,3,西南,支付宝
ORD08118,2025-01-06 17:56:00,,电子产品,18.34,7,西南,现金
ORD08119,2025-01-06 17:56:00,,食品,69.4,7,华南,支付宝
ORD08120,2025-01-06 17:58:00,C4508,服装,59.17,4,华南,微信
ORD08121,2025-01-06 17:58:00,C1755,食品,48.72,2,华北,支付宝
ORD08122,2025-01-06 17:58:00,C519,家居,,2,华东,信用卡
ORD08123,2025-01-06 18:00:00,C3544,家居,46.99,8,华东,信用卡
ORD08124,2025-01-06 18:00:00,C2322,食品,81.08,4,东北,信用卡
ORD08125,2025-01-06 18:01:00,C1102,服装,90.07,7,东北,现金
ORD08126,2025-01-06 18:02:00,C597,食品,73.23,3,华南,信用卡
ORD08127,2025-01-06 18:03:00,C3273,食品,15.39,9,华南,支付宝
ORD08128,2025-01-06 18:03:00,C4049,家居,70.34,9,华东,信用卡
ORD08129,2025-01-06 18:05:00,C2605,食品,31.69,7,东北,现金
ORD08130,2025-01-06 18:06:00,C2188,图书,38.37,7,华东,信用卡
ORD08131,2025-01-06 18:06:00,,图书,27.63,1,西南,信用卡
ORD08132,2025-01-06 18:07:00,C588,家居,79.82,8,华东,现金
ORD08133,2025-01-06 18:07:00,C4472,服装,68.37,2,华东,现金
ORD08134,2025-01-06 18:07:00,C1407,服装,65.07,8,华南,信用卡
ORD08135,2025-01-06 18:07:00,C4846,家居,70.12,2,东北,微信
ORD08136,2025-01-06 18:07:00,C4722,服装,31.31,1,西南,信用卡
ORD08137,2025-01-06 18:08:00,C3390,电子产品,50.02,8,华东,支付宝
ORD08138,2025-01-06 18:08:00,C3440,图书,66.99,4,华东,现金
ORD08139,2025-01-06 18:08:00,C1629,电子产品,67.29,6,华南,信用卡
ORD08140,2025-01-06 18:10:00,C994,电子产品,81.27,1,华北,微信
ORD08141,2025-01-06 18:10:00,C4798,电子产品,35.84,9,东北,信用卡
ORD08142,2025-01-06 18:11:00,C2059,家居,79.33,7,东北,支付宝
ORD08143,2025-01-06 18:12:00,C4572,电子产品,49.62,5,东北,现金
ORD08144,2025-01-06 18:13:00,C2986,食品,70.32,6,华东,支付宝
ORD08145,2025-01-06 18:13:00,,服装,51.01,3,华东,微信
ORD08146,2025-01-06 18:13:00,C2855,家居,95.37,9,华东,支付宝
ORD08147,2025-01-06 18:13:00,C2224,食品,26.14,2,华北,支付宝
ORD08148,2025-01-06 18:14:00,C3412,食品,70.75,1,华东,现金
ORD08149,2025-01-06 18:14:00,C056,图书,61.89,1,东北,支付宝
ORD08150,2025-01-06 18:15:00,C1875,图书,25.55,2,东北,微信
ORD08151,2025-01-06 18:15:00,C4543,食品,15.94,6,华南,微信
ORD08152,2025-01-06 18:15:00,C4298,图书,81.92,6,华北,现金
ORD08153,2025-01-06 18:17:00,C3768,服装,24.17,9,西南,微信
ORD08154,2025-01-06 18:17:00,C4833,服装,26.79,4,华东,微信
ORD08155,2025-01-06 18:18:00,C4297,图书,98.06,8,西南,微信
ORD08156,2025-01-06 18:18:00,C1353,电子产品,74.55,4,华东,微信
ORD08157,2025-01-06 18:18:00,C2410,食品,32.54,-1,华北,微信
ORD08158,2025-01-06 18:19:00,,服装,63.19,4,华北,微信
ORD08159,2025-01-06 18:19:00,C4311,图书,58.07,1,东北,微信
ORD08160,2025-01-06 18:20:00,C2602,图书,86.0,9,华北,信用卡
ORD08161,2025-01-06 18:20:00,C2934,服装,75.64,5,西南,微信
ORD08162,2025-01-06 18:20:00,C022,服装,84.85,7,西南,现金
ORD08163,2025-01-06 18:22:00,C2202,电子产品,29.04,3,华北,信用卡
ORD08164,2025-01-06 18:22:00,C1209,图书,67.62,5,西南,微信
ORD08165,2025-01-06 18:23:00,C2296,图书,13.62,4,华东,微信
ORD08166,2025-01-06 18:25:00,C748,家居,16.2,7,华南,现金
ORD08167,2025-01-06 18:26:00,C804,电子产品,74.22,5,东北,微信
ORD08168,2025-01-06 18:27:00,C133,服装,12.2,2,华南,信用卡
ORD08169,2025-01-06 18:27:00,C4416,服装,62.18,3,西南,信用卡
ORD08170,2025-01-06 18:28:00,C2437,食品,85.64,8,东北,现金
ORD08171,2025-01-06 18:28:00,C433,服装,44.19,3,华南,微信
ORD08172,2025-01-06 18:29:00,,图书,14.04,7,华南,现金
ORD08173,2025-01-06 18:29:00,C3671,服装,74.25,5,西南,微信
ORD08174,2025-01-06 18:29:00,C3736,图书,93.67,7,东北,信用卡
ORD08175,2025-01-06 18:30:00,C4039,图书,74.55,9,东北,微信
ORD08176,2025-01-06 18:30:00,C2098,电子产品,62.06,7,华南,微信
ORD08177,2025-01-06 18:31:00,C2917,服装,30.7,6,东北,信用卡
ORD08178,2025-01-06 18:31:00,C252,电子产品,11.38,1,东北,信用卡
ORD08179,2025-01-06 18:33:00,C4834,图书,72.52,4,华东,信用卡
ORD08180,2025-01-06 18:34:00,C1129,服装,30.79,8,西南,微信
ORD08181,2025-01-06 18:35:00,C3264,服装,87.23,1,西南,现金
ORD08182,2025-01-06 18:36:00,C301,电子产品,51.97,6,华东,信用卡
ORD08183,2025-01-06 18:37:00,C1977,电子产品,57.76,2,华南,微信
ORD08184,2025-01-06 18:37:00,C2763,图书,77.85,9,华北,现金
ORD08185,2025-01-06 18:37:00,C4005,图书,80.15,8,华南,支付宝
ORD08186,2025-01-06 18:38:00,C3241,服装,67.84,9,华东,支付宝
ORD08187,2025-01-06 18:38:00,C3057,服装,94.46,9,东北,微信
ORD08188,2025-01-06 18:38:00,C550,家居,98.41,2,华东,微信
ORD08189,2025-01-06 18:39:00,C1587,家居,95.22,2,西南,信用卡
ORD08190,2025-01-06 18:39:00,C1822,食品,84.18,9,东北,微信
ORD08191,2025-01-06 18:40:00,C3217,图书,73.51,2,华南,现金
ORD08192,2025-01-06 18:41:00,C3496,食品,69.7,4,东北,微信
ORD08193,2025-01-06 18:42:00,C4409,食品,19.34,2,西南,现金
ORD08194,2025-01-06 18:43:00,C4279,电子产品,34.43,1,华东,现金
ORD08195,2025-01-06 18:43:00,C712,电子产品,10.51,7,华南,信用卡
ORD08196,2025-01-06 18:43:00,C2175,家居,22.37,5,华北,现金
ORD08197,2025-01-06 18:43:00,,食品,49.53,3,华北,微信
ORD08198,2025-01-06 18:44:00,C3849,家居,23.19,8,华东,现金
ORD08199,2025-01-06 18:44:00,C2433,图书,91.15,5,华南,支付宝
ORD08200,2025-01-06 18:45:00,C3301,服装,82.51,1,华南,现金
ORD08201,2025-01-06 18:45:00,C270,电子产品,16.45,9,东北,微信
