edible,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods
edible,convex,fibrous,gray,False,none,free,crowded,broad,white,enlarging,?,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths
edible,knobbed,fibrous,white,False,none,free,crowded,broad,pink,enlarging,?,silky,silky,white,white,partial,white,2,pendant,white,numerous,grasses
poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths
edible,bell,smooth,brown,False,none,attached,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,partial,orange,1,pendant,orange,several,leaves
poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths
edible,convex,smooth,white,False,none,free,crowded,broad,gray,enlarging,?,silky,smooth,white,white,partial,white,2,pendant,white,scattered,grasses
poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,leaves
edible,knobbed,fibrous,gray,False,none,free,crowded,broad,gray,enlarging,?,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths
edible,bell,fibrous,white,False,none,free,crowded,broad,white,enlarging,?,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses
poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,False,musty,free,close,broad,white,enlarging,club,silky,scaly,c,c,partial,white,0,none,white,clustered,woods
poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,paths
edible,convex,smooth,brown,False,none,attached,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,partial,brown,1,pendant,yellow,clustered,leaves
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths
edible,convex,smooth,brown,False,none,attached,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,partial,brown,1,pendant,orange,several,leaves
poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,paths
edible,knobbed,smooth,white,False,none,free,crowded,broad,gray,enlarging,?,smooth,silky,white,white,partial,white,2,pendant,white,numerous,grasses
poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,leaves
